wavelength,00:00:00.000,00:00:22.975,00:00:45.958,00:01:08.948,00:01:31.929,00:01:54.909,00:02:17.891,00:02:40.876,00:03:03.856,00:03:26.841,00:03:49.826,00:04:12.811,00:04:35.799,00:04:58.777,00:05:21.760,00:05:44.746,00:06:07.733,00:06:30.720,00:06:53.705,00:07:16.686,00:07:39.671,00:08:02.650,00:08:25.637,00:08:48.622,00:09:11.602,00:09:34.582,00:09:57.567,00:10:20.555,00:10:43.550,00:11:06.535
472,29.870146,29.425238,29.23727,29.038801,28.993584,28.870508,28.762331,28.690226,28.587677,28.495178,28.432152,28.303762,28.209919,28.191776,28.124218,28.061893,28.065598,27.906292,27.935675,27.871613,27.879982,27.724226,27.713339,27.623522,27.728161,27.519167,27.615856,27.648588,27.426664,27.484261
473,29.766922,29.325363,29.142967,28.947815,28.904131,28.784201,28.67766,28.60638,28.507286,28.415831,28.353479,28.229557,28.136055,28.118372,28.051426,27.99,27.996201,27.83445,27.868637,27.805407,27.813675,27.659145,27.648561,27.559689,27.664289,27.4569,27.55455,27.586662,27.365446,27.42374
474,29.648069,29.213099,29.03656,28.841675,28.79883,28.679317,28.579493,28.51074,28.41258,28.323986,28.265366,28.145754,28.052275,28.030758,27.970871,27.906164,27.91888,27.755793,27.792088,27.728455,27.737072,27.585711,27.572941,27.485477,27.592377,27.384369,27.483387,27.516911,27.295774,27.353951
475,29.531433,29.102924,28.932138,28.737511,28.695492,28.576384,28.483154,28.416883,28.319637,28.233852,28.178894,28.063509,27.970053,27.944773,27.891815,27.823889,27.842999,27.678602,27.716965,27.652933,27.661896,27.513645,27.498726,27.412647,27.521807,27.31319,27.413549,27.44846,27.227402,27.285461
476,29.416952,28.994789,28.829647,28.635275,28.594065,28.475357,28.388597,28.32476,28.228413,28.145386,28.094019,27.98279,27.889355,27.860378,27.814222,27.743137,27.76852,27.602839,27.64323,27.578808,27.58811,27.442913,27.42589,27.341164,27.452539,27.243328,27.345005,27.381273,27.160297,27.218239
477,29.280422,28.867868,28.709587,28.518776,28.482424,28.364033,28.279493,28.220078,28.127419,28.044538,27.996283,27.883694,27.793085,27.767815,27.718801,27.65164,27.673668,27.513758,27.552565,27.487,27.498199,27.358627,27.340656,27.257017,27.367981,27.163336,27.263975,27.298613,27.083975,27.13905
478,29.143354,28.740686,28.589312,28.402454,28.371433,28.253342,28.170387,28.115585,28.026934,27.94384,27.898569,27.783886,27.696438,27.675831,27.622669,27.560343,27.577745,27.42448,27.461224,27.394438,27.407713,27.274023,27.25528,27.17267,27.282864,27.08342,27.182711,27.215332,27.007788,27.059668
479,29.00918,28.616192,28.471573,28.288588,28.262781,28.144987,28.063585,28.013302,27.928574,27.845266,27.802917,27.686184,27.601831,27.585787,27.528568,27.470974,27.483847,27.337088,27.371813,27.303831,27.319139,27.191202,27.171707,27.090103,27.199545,27.005188,27.103163,27.133812,26.933207,26.98196
480,28.865097,28.482344,28.344549,28.165728,28.143515,28.027586,27.948757,27.900524,27.820328,27.738739,27.698183,27.581816,27.50017,27.485409,27.429756,27.373049,27.38344,27.243187,27.275417,27.210279,27.22757,27.101051,27.082785,27.001478,27.110783,26.91947,27.017412,27.048727,26.850004,26.898359
481,28.713467,28.341358,28.210415,28.035982,28.016012,27.903234,27.82781,27.779583,27.704401,27.626112,27.586407,27.472403,27.393129,27.376938,27.327486,27.26849,27.278099,27.144327,27.173672,27.11471,27.133934,27.005239,26.989834,26.908239,27.017918,26.827944,26.926918,26.961071,26.760052,26.810253
482,28.56518,28.203485,28.079241,27.909101,27.891319,27.781626,27.70953,27.661312,27.59103,27.515972,27.477098,27.365402,27.288448,27.270859,27.22747,27.166235,27.175083,27.047649,27.074173,27.02125,27.042362,26.911539,26.898932,26.817057,26.927101,26.738436,26.838419,26.875347,26.672081,26.724094
483,28.413473,28.062187,27.944309,27.778492,27.76325,27.657446,27.588446,27.540283,27.474264,27.401566,27.36446,27.25494,27.179722,27.161428,27.122778,27.060568,27.069096,26.947884,26.971651,26.924019,26.946821,26.814844,26.805582,26.723377,26.833303,26.646124,26.747047,26.786026,26.581884,26.634872
484,28.239326,27.899107,27.786724,27.625628,27.614405,27.515766,27.449171,27.401266,27.337362,27.263895,27.232199,27.124487,27.04891,27.032484,26.993858,26.935396,26.945246,26.830206,26.85128,26.806467,26.830313,26.700768,26.697132,26.614388,26.722374,26.537443,26.639091,26.677528,26.477612,26.528496
485,28.068848,27.73946,27.63246,27.475981,27.468693,27.377071,27.31283,27.265175,27.203344,27.129124,27.10272,26.996777,26.920853,26.906254,26.867651,26.812857,26.824003,26.715008,26.733442,26.691393,26.716257,26.589094,26.590965,26.507694,26.613779,26.431051,26.533409,26.571314,26.375538,26.42436
486,27.90192,27.583141,27.481405,27.329454,27.326017,27.241266,27.179329,27.131918,27.072117,26.99716,26.975939,26.871729,26.795465,26.782652,26.744076,26.692873,26.705286,26.602211,26.618061,26.578714,26.604582,26.479748,26.487013,26.403221,26.507448,26.326874,26.42993,26.467314,26.275589,26.322393
487,27.717121,27.409372,27.310095,27.169128,27.168167,27.087353,27.02956,26.982338,26.92511,26.851408,26.82951,26.729918,26.656809,26.64801,26.609415,26.562006,26.577948,26.472878,26.491085,26.451963,26.476673,26.354534,26.362869,26.280432,26.386629,26.207647,26.310846,26.350033,26.159479,26.205872
488,27.532475,27.235653,27.138382,27.00919,27.01046,26.933092,26.879652,26.832607,26.777994,26.70582,26.68239,26.587776,26.51829,26.513771,26.475153,26.431507,26.45126,26.343058,26.364313,26.32505,26.348303,26.22887,26.237625,26.156796,26.265493,26.088003,26.191259,26.232565,26.04274,26.088959
489,27.351126,27.065035,26.969736,26.852106,26.855568,26.781586,26.732418,26.685551,26.633509,26.562836,26.537901,26.448172,26.382242,26.381929,26.343288,26.303337,26.326836,26.215557,26.239807,26.200407,26.222225,26.105452,26.11462,26.035368,26.146521,25.970495,26.073809,26.117195,25.928085,25.974136
490,27.156456,26.879429,26.789577,26.679573,26.687454,26.61573,26.570417,26.526669,26.475578,26.40719,26.382637,26.295732,26.234112,26.236443,26.198925,26.161427,26.187061,26.075491,26.101788,26.064363,26.084591,25.971088,25.979179,25.902475,26.013901,25.842073,25.945297,25.98842,25.802126,25.849907
491,26.950523,26.681118,26.599686,26.493929,26.508131,26.4377,26.395878,26.35778,26.30625,26.240814,26.218262,26.13241,26.075735,26.079374,26.043961,26.007843,26.034237,25.924757,25.952291,25.918657,25.937159,25.827448,25.833187,25.759863,25.869678,25.704397,25.807402,25.848255,25.666573,25.717707
492,26.747839,26.485929,26.41279,26.311213,26.331635,26.262478,26.224092,26.191551,26.139591,26.077063,26.056479,25.971661,25.919855,25.924778,25.891438,25.856682,25.883823,25.7764,25.805149,25.775249,25.792049,25.686071,25.689493,25.619497,25.727732,25.56889,25.67168,25.7103,25.533157,25.587593
493,26.541748,26.288048,26.222761,26.126131,26.151865,26.084259,26.049625,26.021652,25.970215,25.910498,25.891645,25.809071,25.761038,25.767481,25.736107,25.702803,25.730543,25.624979,25.65551,25.628214,25.644361,25.541567,25.54389,25.476887,25.58366,25.430088,25.532833,25.569719,25.396828,25.454424
494,26.311953,26.0697,26.010908,25.922537,25.950197,25.885336,25.855906,25.828732,25.781685,25.724535,25.706533,25.63117,25.582678,25.59166,25.561937,25.530533,25.558298,25.453886,25.488537,25.459446,25.479118,25.377455,25.383526,25.318325,25.424055,25.271292,25.374672,25.411749,25.242165,25.302504
495,26.085604,25.85463,25.802235,25.721998,25.751554,25.689398,25.665092,25.638706,25.595984,25.541365,25.524197,25.45594,25.406992,25.418478,25.390379,25.360844,25.388636,25.285357,25.324068,25.293213,25.316359,25.215805,25.225569,25.16214,25.266846,25.114876,25.218882,25.256149,25.089823,25.152861
496,25.862625,25.642757,25.596664,25.524445,25.555866,25.496374,25.477119,25.451508,25.413046,25.360918,25.344576,25.283316,25.233923,25.247873,25.221373,25.193682,25.221498,25.119335,25.16205,25.12945,25.156017,25.056562,25.069962,25.008282,25.111973,24.960787,25.065411,25.102863,24.939747,25.005444
497,25.618067,25.411442,25.372686,25.305079,25.340769,25.286924,25.268517,25.24774,25.213511,25.163105,25.151339,25.090622,25.044592,25.059668,25.033789,25.008333,25.035652,24.93667,24.981894,24.951958,24.978212,24.879154,24.896118,24.836817,24.939896,24.79211,24.894365,24.933638,24.77425,24.837364
498,25.373594,25.180365,25.149006,25.085398,25.125679,25.077879,25.059629,25.044275,25.01421,24.965376,24.958725,24.897505,24.855398,24.871372,24.845942,24.822756,24.849497,24.753988,24.801441,24.774841,24.800184,24.701408,24.721874,24.665016,24.76755,24.623543,24.722984,24.764311,24.608683,24.668407
499,25.133286,24.95322,24.929131,24.869452,24.914251,24.872393,24.854298,24.844269,24.818302,24.771015,24.769386,24.707672,24.669428,24.686281,24.661291,24.640337,24.666512,24.574413,24.624062,24.600735,24.625189,24.526688,24.550592,24.496138,24.598141,24.457844,24.554516,24.597864,24.445934,24.502327
500,24.883488,24.716099,24.698355,24.643929,24.693703,24.657776,24.641363,24.634769,24.611507,24.56741,24.569147,24.508629,24.472399,24.492029,24.468603,24.449684,24.475979,24.387367,24.437672,24.415426,24.441719,24.344971,24.370136,24.317917,24.419891,24.282539,24.378922,24.422876,24.275171,24.329351
501,24.62615,24.470953,24.458704,24.410688,24.465841,24.435812,24.422443,24.417576,24.395763,24.356314,24.359919,24.302107,24.266237,24.290325,24.269459,24.252388,24.279419,24.194349,24.243931,24.220798,24.251373,24.157692,24.182163,24.132013,24.234413,24.099316,24.197618,24.240915,24.097893,24.150867
502,24.373882,24.230633,24.22377,24.182043,24.242466,24.218216,24.20783,24.204657,24.184265,24.149374,24.154808,24.099649,24.064135,24.09259,24.074234,24.058977,24.086729,24.005129,24.054005,24.030003,24.064774,23.9741,23.99789,23.949772,24.052588,23.919699,24.019886,24.062536,23.924101,23.975899
503,24.120699,23.989471,23.988148,23.95204,24.017429,23.998852,23.991198,23.990221,23.971649,23.940859,23.948441,23.896061,23.861483,23.89278,23.877148,23.863853,23.892998,23.814392,23.862654,23.838209,23.876682,23.789007,23.812422,23.766329,23.869558,23.738977,23.84046,23.88302,23.748159,23.799397
504,23.847277,23.729158,23.734398,23.701389,23.770744,23.75775,23.7519,23.755442,23.74052,23.712124,23.723373,23.674501,23.643435,23.67115,23.659346,23.648783,23.682312,23.604828,23.652855,23.629765,23.670048,23.585533,23.609858,23.565908,23.669552,23.541878,23.642185,23.687042,23.551598,23.604923
505,23.580111,23.474802,23.486452,23.456476,23.529703,23.522161,23.518076,23.526035,23.514677,23.488623,23.503458,23.458008,23.430372,23.454588,23.446527,23.438629,23.476444,23.400059,23.447853,23.42609,23.46814,23.386713,23.411928,23.370071,23.474121,23.349289,23.448448,23.49555,23.359531,23.414902
506,23.318985,23.226198,23.244116,23.217098,23.294115,23.291903,23.289543,23.301815,23.293943,23.270176,23.288517,23.24641,23.22213,23.242928,23.238523,23.233231,23.275232,23.199921,23.247492,23.227022,23.2708,23.192392,23.218473,23.178665,23.283113,23.161055,23.259092,23.30839,23.17181,23.229177
507,23.036448,22.952084,22.977667,22.957785,23.037151,23.040144,23.042973,23.055061,23.051216,23.030418,23.050749,23.012064,22.987856,23.014559,23.01277,23.008194,23.050278,22.976831,23.024544,23.007122,23.05164,22.977179,23.002928,22.96553,23.071865,22.949293,23.050547,23.09972,22.964472,23.022646
508,22.756174,22.679335,22.712664,22.700497,22.781914,22.789978,22.798492,22.80961,22.809799,22.79203,22.814041,22.778715,22.754,22.788128,22.788713,22.784502,22.825943,22.754463,22.802382,22.78825,22.833321,22.762882,22.788097,22.75312,22.861565,22.737909,22.843075,22.89172,22.758108,22.816862
509,22.483009,22.413504,22.454382,22.449739,22.533148,22.546158,22.560217,22.570385,22.574509,22.559689,22.583338,22.551285,22.526077,22.567442,22.570341,22.566484,22.607302,22.537739,22.585854,22.57493,22.620537,22.55402,22.578714,22.546101,22.656599,22.531889,22.640869,22.688995,22.556978,22.616299
510,22.200563,22.140882,22.189182,22.190708,22.277147,22.293346,22.312037,22.324099,22.331242,22.32057,22.344282,22.314436,22.291899,22.3374,22.341843,22.339397,22.380779,22.314102,22.363583,22.353821,22.402437,22.336367,22.3624,22.331659,22.442749,22.319847,22.429012,22.476797,22.348719,22.408693
511,21.910355,21.862801,21.918373,21.924786,22.015215,22.032955,22.055407,22.072012,22.081312,22.075895,22.098194,22.069553,22.052633,22.099361,22.104626,22.10457,22.147629,22.084732,22.13666,22.126152,22.180075,22.1112,22.140303,22.110975,22.221294,22.102863,22.20883,22.256435,22.134472,22.195175
512,21.628178,21.592417,21.655058,21.666224,21.760534,21.779768,21.80588,21.826902,21.838299,21.837992,21.858917,21.831448,21.81999,21.867908,21.873972,21.87624,21.920929,21.861712,21.916018,21.904785,21.963867,21.892267,21.924355,21.8964,22.005966,21.891888,21.99474,22.042171,21.926155,21.987568
513,21.348749,21.324619,21.393166,21.409239,21.507189,21.528471,21.557924,21.582611,21.596466,21.600805,21.62097,21.594978,21.588482,21.637085,21.64455,21.648903,21.69512,21.639235,21.695795,21.684855,21.747736,21.674513,21.709129,21.682468,21.791313,21.681374,21.781967,21.829443,21.718397,21.780327
514,21.053093,21.041077,21.110596,21.13283,21.233677,21.259821,21.291479,21.316652,21.334913,21.342199,21.364418,21.341537,21.338146,21.385098,21.396969,21.402481,21.449903,21.396057,21.454519,21.448725,21.509371,21.439568,21.474806,21.449196,21.557388,21.451031,21.553165,21.601734,21.49156,21.553148
515,20.765955,20.765701,20.836164,20.864384,20.968042,20.998909,21.032707,21.058352,21.080893,21.09104,21.115257,21.095394,21.095018,21.140368,21.156517,21.163155,21.211748,21.159883,21.220194,21.219393,21.27787,21.211391,21.247232,21.222641,21.330204,21.227324,21.330952,21.380585,21.271255,21.332514
516,20.486971,20.498144,20.569527,20.603559,20.709951,20.745405,20.781282,20.807384,20.834085,20.847013,20.873171,20.856241,20.858795,20.902586,20.922894,20.930626,20.980358,20.930416,20.992519,20.996576,21.052942,20.989693,21.026123,21.002518,21.10947,21.009968,21.115051,21.165716,21.057207,21.118143
517,20.188745,20.211519,20.28639,20.326397,20.435829,20.473005,20.51078,20.539459,20.569416,20.58428,20.612366,20.599049,20.603697,20.648087,20.668596,20.677902,20.730392,20.683205,20.746075,20.75148,20.808191,20.749424,20.784737,20.765778,20.870358,20.775158,20.878906,20.932377,20.826218,20.886543
518,19.894079,19.928204,20.006983,20.052849,20.165306,20.2036,20.243189,20.274799,20.307755,20.324341,20.354301,20.344645,20.35117,20.396566,20.416498,20.427433,20.482935,20.438593,20.50201,20.508041,20.565571,20.511421,20.545309,20.531603,20.633522,20.542702,20.6446,20.701151,20.597589,20.657257
519,19.608274,19.653408,19.735977,19.787525,19.902918,19.942293,19.983646,20.018097,20.053959,20.072218,20.103996,20.097889,20.106236,20.152609,20.171978,20.184496,20.242914,20.201334,20.265284,20.271923,20.330244,20.280575,20.31308,20.304468,20.403807,20.317232,20.417337,20.476877,20.375835,20.434868
520,19.314095,19.370758,19.457918,19.513256,19.630785,19.672997,19.715565,19.754265,19.791872,19.811611,19.845892,19.842302,19.852455,19.900036,19.920197,19.935547,19.994732,19.956743,20.019857,20.028008,20.088154,20.041895,20.074682,20.067856,20.166943,20.084629,20.183853,20.243389,20.145864,20.205759
521,19.011858,19.080557,19.173096,19.230345,19.349216,19.396,19.439245,19.483587,19.52178,19.54281,19.580265,19.578173,19.590107,19.639132,19.661423,19.68084,19.738663,19.705084,19.76601,19.776567,19.839561,19.795647,19.830362,19.822039,19.923187,19.84514,19.944395,20.000954,19.90794,19.970179
522,18.719084,18.799442,18.897192,18.956289,19.076464,19.127676,19.171576,19.221382,19.260141,19.282427,19.322958,19.322311,19.335976,19.386395,19.410751,19.434111,19.490612,19.461302,19.520109,19.532999,19.598753,19.557106,19.593693,19.583918,19.687061,19.61315,19.712431,19.766108,19.677465,19.741976
523,18.431259,18.522385,18.625154,18.686869,18.808332,18.863312,18.908142,18.963081,19.002258,19.02607,19.069221,19.070301,19.08556,19.137602,19.163792,19.190754,19.246069,19.220486,19.277607,19.292751,19.360926,19.321266,19.35994,19.349329,19.453896,19.383789,19.483303,19.53459,19.449886,19.516294
524,18.130234,18.228828,18.336292,18.405088,18.527946,18.583683,18.631052,18.690048,18.728878,18.755909,18.799618,18.80414,18.820507,18.87561,18.902643,18.931883,18.986578,18.962318,19.019835,19.037138,19.106247,19.067341,19.109543,19.101288,19.204397,19.136852,19.237734,19.288952,19.206415,19.272982
525,17.839289,17.945101,18.057098,18.132742,18.256948,18.313414,18.363237,18.426157,18.464653,18.494795,18.539038,18.54689,18.564329,18.622391,18.650238,18.681679,18.735777,18.712793,18.770693,18.790083,18.860092,18.821918,18.867533,18.861553,18.963251,18.898186,19.000385,19.05154,18.971096,19.037815
526,17.557922,17.670713,17.7871,17.869364,17.994875,18.052046,18.104242,18.170954,18.209127,18.242277,18.287039,18.298111,18.316586,18.377508,18.406143,18.439713,18.493235,18.471485,18.529757,18.551163,18.622044,18.584576,18.63349,18.629709,18.730047,18.667376,18.770851,18.821945,18.743523,18.81039
527,17.260921,17.379936,17.501148,17.587772,17.715555,17.774263,17.829863,17.896921,17.938457,17.971552,18.018677,18.032225,18.052298,18.113171,18.144203,18.178051,18.231995,18.213144,18.272875,18.2962,18.366776,18.330662,18.381765,18.37838,18.480183,18.418543,18.522743,18.576002,18.49896,18.566006
528,16.968586,17.093483,17.219488,17.309858,17.440065,17.500448,17.559584,17.626221,17.671839,17.704205,17.754038,17.769829,17.79158,17.851761,17.885485,17.919189,17.973766,17.958103,18.019491,18.044664,18.114681,18.080025,18.133017,18.129616,18.233467,18.172533,18.277313,18.333172,18.25733,18.324554
529,16.686314,16.816893,16.947523,17.041512,17.174055,17.236061,17.298611,17.364838,17.414398,17.44606,17.498507,17.516464,17.539835,17.59935,17.63567,17.669237,17.724426,17.71184,17.774832,17.801788,17.871264,17.838018,17.892828,17.889414,17.995247,17.934992,18.040331,18.0987,18.024017,18.091412
530,16.400469,16.536995,16.672079,16.768049,16.903828,16.968227,17.033672,17.099857,17.152557,17.184586,17.239468,17.258381,17.282999,17.344278,17.381481,17.415007,17.471859,17.46064,17.525909,17.553823,17.623264,17.591837,17.647701,17.644991,17.751839,17.693562,17.797863,17.857367,17.78479,17.85277
531,16.110014,16.25279,16.392151,16.488375,16.628345,16.695972,16.763773,16.830299,16.885292,16.918829,16.975964,16.994545,17.02002,17.085651,17.12192,17.1555,17.215143,17.203478,17.271746,17.299744,17.369684,17.340517,17.39662,17.395384,17.502222,17.447317,17.54887,17.608049,17.538593,17.607599
532,15.829517,15.978328,16.12182,16.218287,16.362307,16.433052,16.503124,16.569984,16.627188,16.662182,16.721493,16.739758,16.766056,16.83589,16.871256,16.904894,16.967228,16.955133,17.026295,17.054375,17.1248,17.097813,17.154146,17.154333,17.261164,17.209513,17.308414,17.367279,17.300837,17.370832
533,15.555772,15.710581,15.857686,15.955081,16.102736,16.176254,16.248547,16.315939,16.375021,16.411636,16.472954,16.491163,16.518633,16.591637,16.626677,16.660496,16.725086,16.712944,16.786386,16.814808,16.885216,16.861097,16.917194,16.918884,17.025414,16.976768,17.073603,17.132387,17.068489,17.139393
534,15.273341,15.435022,15.583157,15.685972,15.835327,15.90997,15.984561,16.053856,16.113073,16.152626,16.215265,16.235083,16.266113,16.336384,16.374659,16.409496,16.473999,16.46422,16.536482,16.566957,16.634201,16.617794,16.670685,16.674652,16.778999,16.732355,16.830416,16.890562,16.82674,16.898201
535,14.999836,15.168173,15.317305,15.42537,15.576369,15.652103,15.728918,15.800055,15.859405,15.901804,15.965723,15.987095,16.021572,16.089199,16.130608,16.16643,16.230846,16.22336,16.294479,16.326942,16.391121,16.382181,16.431967,16.438141,16.540371,16.495665,16.594913,16.656378,16.59263,16.664633
536,14.734839,14.909625,15.059722,15.172874,15.325467,15.402257,15.481228,15.55415,15.613627,15.658784,15.723942,15.746821,15.784639,15.849703,15.894146,15.930923,15.995257,15.989988,16.060003,16.094393,16.155602,16.153896,16.200674,16.208986,16.309166,16.266338,16.366735,16.42948,16.365803,16.438328
537,14.464401,14.644721,14.797076,14.912684,15.0662,15.145981,15.225223,15.300816,15.361356,15.407817,15.473274,15.498594,15.537461,15.603281,15.648991,15.686549,15.751999,15.748268,15.816922,15.853649,15.91609,15.915004,15.961744,15.972796,16.071323,16.030306,16.1299,16.192724,16.132528,16.203636
538,14.198421,14.383925,14.538816,14.656164,14.810413,14.893608,14.972638,15.051069,15.112886,15.160256,15.225768,15.253712,15.293026,15.360426,15.406929,15.445209,15.512053,15.509651,15.57691,15.616029,15.680737,15.678583,15.726037,15.739923,15.836933,15.797669,15.895988,15.958586,15.902658,15.971887
539,13.940172,14.13071,14.288063,14.407099,14.562059,14.64857,14.727394,14.808581,14.871637,14.919889,14.985455,15.015946,15.055695,15.124629,15.171901,15.210881,15.279079,15.277969,15.343875,15.385315,15.452226,15.449034,15.497181,15.513819,15.609357,15.571794,15.668872,15.731253,15.679466,15.746873
540,13.682029,13.876154,14.036275,14.157081,14.312969,14.401555,14.481177,14.563866,14.628497,14.678225,14.743799,14.776171,14.816616,14.886777,14.934603,14.974903,15.044151,15.044156,15.110126,15.152369,15.22135,15.217288,15.266696,15.284762,15.379961,15.343833,15.440632,15.502698,15.453596,15.520416
541,13.421896,13.617942,13.781215,13.903902,14.060977,14.150204,14.231804,14.314537,14.381156,14.433061,14.49859,14.532079,14.573536,14.644573,14.692705,14.735059,14.805012,14.805935,14.873631,14.914905,14.985816,14.981071,15.032417,15.050375,15.146559,15.111565,15.209207,15.270846,15.222738,15.290417
542,13.168335,13.366254,13.532598,13.657118,13.81535,13.905202,13.98873,14.071505,14.140062,14.194089,14.259577,14.294151,14.336596,14.408488,14.456918,14.501273,14.571913,14.57373,14.643106,14.683437,14.756231,14.750823,14.804057,14.821909,14.91905,14.885164,14.983626,15.044848,14.997711,15.066226
543,12.920484,13.120064,13.289459,13.415697,13.57509,13.6654,13.750826,13.833803,13.904036,13.960074,14.025542,14.061248,14.104626,14.177329,14.226081,14.272099,14.343551,14.346332,14.417207,14.456812,14.531313,14.525497,14.580475,14.598029,14.696198,14.663439,14.762452,14.823427,14.777412,14.846537
544,12.673479,12.873366,13.046179,13.173543,13.334342,13.423879,13.511301,13.59577,13.665925,13.723462,13.789083,13.826454,13.870528,13.943833,13.993163,14.038491,14.111856,14.116317,14.187521,14.227982,14.303126,14.298851,14.354747,14.370454,14.470359,14.439085,14.536638,14.598643,14.555148,14.623205
545,12.431931,12.632118,12.808271,12.936738,13.098911,13.187692,13.277065,13.362993,13.433073,13.492075,13.557847,13.596846,13.6416,13.715496,13.765388,13.81004,13.885281,13.891383,13.96291,14.004207,14.079979,14.077209,14.134006,14.147905,14.249506,14.219687,14.315811,14.378824,14.337793,14.404806
546,12.19566,12.396142,12.575563,12.705108,12.868626,12.956667,13.047948,13.135303,13.20531,13.265744,13.331663,13.372256,13.417675,13.492148,13.542592,13.586584,13.663655,13.671365,13.743206,13.785321,13.861709,13.860412,13.918087,13.93022,14.033481,14.005083,14.099813,14.163809,14.125188,14.19118
547,11.96256,12.164948,12.34816,12.47856,12.640412,12.73022,12.82191,12.909461,12.980817,13.041344,13.108516,13.149912,13.196416,13.271297,13.321796,13.36632,13.443756,13.452299,13.52486,13.56689,13.643987,13.643428,13.701443,13.714226,13.817618,13.790589,13.886006,13.949177,13.912532,13.978151
548,11.733429,11.938167,12.125273,12.256454,12.415786,12.508066,12.599722,12.687109,12.76021,12.820436,12.889168,12.931128,12.978824,13.05406,13.104468,13.149864,13.227234,13.236373,13.309764,13.351444,13.42927,13.429226,13.487418,13.501549,13.604624,13.57893,13.675634,13.737462,13.70264,13.768081
549,11.508669,11.715713,11.906637,12.038585,12.195444,12.290149,12.381772,12.468998,12.543812,12.603745,12.674005,12.716516,12.765384,12.840966,12.891287,12.937537,13.014842,13.024567,13.098769,13.140109,13.21865,13.21911,13.277474,13.292928,13.395691,13.371308,13.469275,13.529785,13.496752,13.562016
550,11.291652,11.500639,11.693534,11.826444,11.982122,12.078568,12.16966,12.257391,12.333259,12.393336,12.464827,12.508164,12.557491,12.63343,12.684118,12.731304,12.808181,12.81858,12.893334,12.934692,13.01331,13.01467,13.073212,13.090113,13.192245,13.169087,13.2673,13.327687,13.295562,13.360949
551,11.082967,11.293442,11.485916,11.620054,11.776223,11.873534,11.96344,12.052547,12.128621,12.18942,12.261758,12.306284,12.355153,12.431462,12.483112,12.531345,12.607319,12.618513,12.693482,12.73533,12.813195,12.815976,12.8747,12.893227,12.994304,12.97227,13.069406,13.131227,13.098867,13.164768
552,10.877665,11.089602,11.281665,11.417009,11.573661,11.671822,11.760562,11.851024,11.9273,11.988808,12.061981,12.107675,12.156094,12.232769,12.285365,12.334627,12.409712,12.42169,12.496871,12.539198,12.616323,12.620502,12.679406,12.69953,12.799569,12.778644,12.874718,12.93795,12.905362,12.971766
553,10.676233,10.889721,11.081372,11.217931,11.374905,11.473934,11.561714,11.653284,11.72979,11.792067,11.865897,11.912655,11.960855,12.037899,12.091245,12.141552,12.215692,12.228447,12.303786,12.346642,12.423105,12.428523,12.487641,12.509171,12.60839,12.588528,12.683651,12.748146,12.715527,12.78231
554,10.483779,10.699954,10.891167,11.029181,11.184883,11.285095,11.373869,11.4642,11.541242,11.605015,11.677784,11.724696,11.775031,11.852553,11.904714,11.956388,12.028874,12.042453,12.117421,12.161372,12.237888,12.243106,12.302829,12.32399,12.424499,12.405423,12.500574,12.564989,12.534376,12.600309
555,10.294027,10.512853,10.703631,10.843081,10.99753,11.098909,11.188663,11.277771,11.35534,11.420589,11.492313,11.539378,11.591817,11.669809,11.720803,11.773824,11.844679,11.859072,11.933674,11.978705,12.055271,12.060292,12.120611,12.141411,12.24319,12.22489,12.320067,12.384404,12.35577,12.420867
556,10.10692,10.328359,10.518709,10.659575,10.812788,10.915318,11.006036,11.093941,11.17203,11.238734,11.309428,11.356643,11.411157,11.489614,11.539455,11.593804,11.663052,11.678246,11.752487,11.798585,11.8752,11.880028,11.940933,11.961376,12.064409,12.046874,12.142076,12.206336,12.179653,12.243924
557,9.931189,10.152694,10.343435,10.485303,10.639269,10.741535,10.832865,10.920808,10.999533,11.065509,11.137622,11.185441,11.239911,11.318045,11.368272,11.422232,11.490912,11.506592,11.580715,11.626632,11.703535,11.707859,11.769221,11.791012,11.893807,11.875916,11.97053,12.034553,12.00856,12.073428
558,9.760633,9.981355,10.172757,10.315481,10.470858,10.572392,10.664207,10.752604,10.831998,10.896522,10.970863,11.019437,11.073152,11.150701,11.201824,11.254824,11.323292,11.339347,11.413433,11.458754,11.536022,11.539743,11.601515,11.625215,11.727273,11.708653,11.802476,11.866209,11.840482,11.906418
559,9.592163,9.812108,10.004165,10.147735,10.304505,10.405314,10.49761,10.586457,10.666512,10.729599,10.806143,10.85546,10.908431,10.985402,11.037411,11.089461,11.15772,11.174146,11.248195,11.292927,11.370556,11.373682,11.435857,11.461442,11.562774,11.543434,11.636476,11.699924,11.674458,11.741449
560,9.43189,9.650764,9.842797,9.987209,10.14472,10.245181,10.338087,10.427073,10.507639,10.570228,10.647676,10.696993,10.749434,10.82657,10.878842,10.930287,10.998841,11.015743,11.089531,11.134175,11.211957,11.214746,11.276755,11.30321,11.40396,11.384112,11.477144,11.54008,11.515094,11.582438
561,9.282403,9.499773,9.690802,9.836056,9.99336,10.094017,10.187724,10.2764,10.357265,10.420712,10.497189,10.545424,10.597641,10.676023,10.727662,10.778992,10.848578,10.866112,10.939308,10.984595,11.062228,11.065054,11.126069,11.151921,11.252299,11.232246,11.326387,11.388481,11.364294,11.430979
