wavelength,00:00:00.000,00:00:22.975,00:00:45.958,00:01:08.948,00:01:31.929,00:01:54.909,00:02:17.891,00:02:40.876,00:03:03.856,00:03:26.841,00:03:49.826,00:04:12.811,00:04:35.799,00:04:58.777,00:05:21.760,00:05:44.746,00:06:07.733,00:06:30.720,00:06:53.705,00:07:16.686,00:07:39.671,00:08:02.650,00:08:25.637,00:08:48.622,00:09:11.602,00:09:34.582,00:09:57.567,00:10:20.555,00:10:43.550,00:11:06.535
304,68.083908,35.872944,49.87529,29.064579,65.983551,53.217102,69.795876,84.461365,69.418915,80.413765,92.176804,67.678543,53.075375,70.391098,87.128586,79.237465,111.184753,59.098618,103.704597,92.066307,101.850937,64.3395,68.775482,54.878132,103.545891,31.340616,66.062889,104.364975,33.424023,75.204079
305,67.910301,34.321266,49.592194,28.119152,65.325188,52.489311,68.690178,82.917702,68.528198,79.318764,91.01503,66.584869,52.561272,69.565865,85.21505,78.149139,110.340813,58.337444,102.477386,91.188965,101.769432,62.62624,68.030342,54.708527,103.029076,29.672777,65.049339,102.495483,32.737621,75.131943
306,67.73864,32.787113,49.312275,27.184408,64.674309,51.769756,67.597023,81.391487,67.647606,78.236183,89.86644,65.503555,52.052952,68.749939,83.323105,77.073158,109.506409,57.584885,101.264107,90.321564,101.688889,60.932343,67.293633,54.540852,102.518135,28.023775,64.047295,100.647141,32.059013,75.060646
307,67.633873,31.408745,49.126274,26.177647,64.144638,50.948158,66.686371,80.120338,66.937988,77.494301,88.924988,64.638069,51.372715,68.206055,81.832642,76.117958,109.18853,56.786518,100.369766,89.886612,101.948524,59.584187,66.745407,54.313732,102.136826,26.626163,63.177452,99.337952,31.428425,74.967995
308,67.933914,30.880167,49.505817,24.642673,64.320984,49.427574,66.829407,80.321999,67.2276,78.79879,89.187256,65.035965,49.572998,69.299927,82.702492,75.831322,112.038895,55.639023,101.374702,92.090744,104.333473,60.263237,67.317696,53.700226,102.52581,26.668406,63.053738,101.255394,31.042942,74.735542
309,68.243103,30.33556,49.896896,23.061005,64.502724,47.860756,66.976845,80.529846,67.526031,80.14299,89.45755,65.445984,47.718483,70.427094,83.598785,75.536003,114.976051,54.456612,102.410225,94.361923,106.790977,60.962967,67.907379,53.068104,102.926628,26.711924,62.926308,103.231239,30.645752,74.495979
310,68.561836,29.774096,50.300079,21.43042,64.690018,46.245495,67.12883,80.744102,67.833687,81.528694,89.73616,65.868668,45.806625,71.589096,84.522812,75.231514,118.00399,53.23764,103.47776,96.703308,109.32444,61.684349,68.515282,52.416386,103.339844,26.756796,62.794888,105.268158,30.236259,74.249046
311,68.251472,29.130318,50.115894,22.456398,64.259155,45.516541,67.787827,80.588669,68.019653,80.44529,89.041939,66.332024,45.279739,71.148178,84.519333,74.84201,117.451881,53.146019,103.133507,95.925987,107.512772,61.912766,66.894073,51.24826,103.015106,26.783966,62.262993,104.389259,29.799038,73.689682
312,67.827629,28.481794,49.824001,23.966492,63.71883,44.967102,68.531555,80.366112,68.179596,78.914047,88.175812,66.795258,45.023033,70.412247,84.340919,74.442955,116.233482,53.268654,102.52861,94.573196,104.911476,62.044395,64.879364,50.002235,102.556633,26.80736,61.664448,102.974892,29.363955,73.080742
313,67.409912,27.842638,49.536324,25.454803,63.186352,44.42556,69.264503,80.146805,68.337227,77.404961,87.322159,67.251831,44.770035,69.686905,84.165085,74.049706,115.03273,53.389515,101.932487,93.239914,102.347763,62.174088,62.89373,48.774208,102.104744,26.830378,61.074554,101.580917,28.93512,72.480598
314,66.791069,27.911352,48.958168,25.668547,62.559593,44.831062,68.773437,80.109863,68.211403,77.178467,87.107185,67.184402,44.369202,68.809311,83.909058,73.70723,113.457954,52.952488,101.543678,92.020958,101.38131,62.472057,62.00071,48.045017,101.000648,27.160564,60.658386,100.792961,28.863493,72.280556
315,66.001701,28.568636,48.135433,24.824184,61.851036,46.025837,67.262459,80.224411,67.849396,78.016701,87.421898,66.681114,43.843307,67.800377,83.585007,73.405136,111.56385,52.049412,101.325165,90.890366,101.737053,62.911488,62.010738,47.726402,99.348579,27.747759,60.384373,100.504288,29.088314,72.411942
316,65.215736,29.223124,47.316284,23.983479,61.145573,47.215534,65.757942,80.33847,67.488953,78.851341,87.735268,66.180046,43.319695,66.795784,83.26236,73.104347,109.677879,51.150234,101.10759,89.764595,102.091225,63.349079,62.020775,47.409176,97.703568,28.332422,60.111549,100.216888,29.312195,72.542778
317,64.67173,30.227232,46.738258,23.265629,60.765884,48.250786,64.602715,80.284691,66.858009,79.259094,87.626724,65.690628,43.308807,66.132477,82.764328,72.994362,107.925819,50.564594,100.766777,88.755882,102.210289,63.611626,62.17485,47.363213,96.59832,28.994595,59.85434,99.861977,29.612776,72.673264
318,64.869652,32.285076,46.900043,22.928986,61.381512,48.805519,64.52227,79.720535,65.41021,78.363403,86.235367,65.241676,44.858498,66.514565,81.737473,73.466232,106.599113,50.939095,100.054428,88.113632,101.612518,63.33881,62.765862,48.143112,97.14698,29.885798,59.647175,99.305237,30.143719,72.801254
319,65.060799,34.272251,47.056324,22.60388,61.976017,49.341217,64.444611,79.175797,64.012161,77.498505,84.89183,64.808205,46.35498,66.883514,80.745949,73.921898,105.318016,51.300785,99.366577,87.493431,101.035286,63.075382,63.336594,48.896275,97.676834,30.746401,59.447147,98.767624,30.656437,72.924881
320,65.245506,36.192352,47.207344,22.289812,62.550461,49.858845,64.369553,78.649483,62.661324,76.662819,83.593666,64.389351,47.800949,67.240059,79.78791,74.362183,104.08017,51.650242,98.701958,86.894188,100.47757,62.8209,63.888065,49.62402,98.188805,31.577971,59.253922,98.248199,31.151865,73.044373
321,65.751053,35.542534,47.744011,23.774641,62.850243,50.959469,64.742134,78.429947,63.79425,75.750877,83.664146,64.868011,48.15456,67.234352,79.533722,74.109734,104.728767,51.215137,98.109085,88.234093,99.623405,62.001156,64.678238,50.29821,97.982231,31.787718,59.664799,97.856384,32.038467,72.092941
322,66.267311,34.749336,48.294781,25.342449,63.12849,52.076485,65.135292,78.232552,65.057167,74.849808,83.81562,65.392464,48.436581,67.207039,79.326088,73.819939,105.479713,50.740261,97.530556,89.667831,98.7659,61.161331,65.469353,50.957748,97.736031,31.956585,60.105034,97.478867,32.933525,71.09333
323,66.774094,33.970737,48.835445,26.881441,63.401604,53.173023,65.52124,78.038818,66.296928,73.965271,83.96431,65.90728,48.713467,67.180206,79.122314,73.535515,106.216827,50.274097,96.962624,91.075233,97.924141,60.336952,66.245972,51.605186,97.494354,32.122372,60.537163,97.108315,33.812191,70.112068
324,66.983437,32.953796,49.088081,26.965343,62.88879,52.421417,65.348366,77.905121,66.808716,74.243477,84.515305,65.655861,48.536129,67.367714,79.281616,72.937019,106.833817,50.506523,97.044167,91.468117,97.533386,60.093594,66.256767,51.149601,97.232933,32.066254,60.366215,96.88353,34.015789,70.218605
325,67.028839,31.788149,49.182713,26.233269,61.927082,50.620842,64.859192,77.803223,66.919197,75.178795,85.300362,64.970428,48.101177,67.678406,79.647255,72.153412,107.392441,51.134731,97.491722,91.297043,97.390282,60.1731,65.837624,50.067871,96.95665,31.884745,59.854027,96.737427,33.843269,70.937759
326,67.074654,30.611713,49.278221,25.494394,60.956451,48.803619,64.36544,77.700394,67.030685,76.122803,86.092697,64.278671,47.662163,67.991966,80.016266,71.362488,107.956161,51.768795,97.943398,91.124321,97.245789,60.253338,65.414627,48.976086,96.677811,31.701563,59.337124,96.589912,33.669163,71.663528
327,66.562996,29.669931,49.300629,25.44413,60.128033,47.531807,63.994946,77.375641,66.562996,76.524544,85.993843,63.421352,47.002621,67.721245,80.10656,70.674202,107.852226,52.116631,97.942551,90.293701,96.850929,60.128033,64.575867,47.898125,95.973877,31.283278,58.795883,96.084915,33.02615,71.917534
328,64.977432,29.21772,49.179302,26.742611,59.604622,47.368355,63.877628,76.627304,64.977432,75.852509,84.154884,62.268097,45.933079,66.316238,79.648666,70.2089,106.445526,51.893379,97.056366,88.203033,95.978981,59.604622,62.951027,46.882103,94.461243,30.41873,58.224617,94.896896,31.486742,71.240387
329,63.43277,28.777153,49.061134,28.007689,59.094723,47.209141,63.763332,75.898239,63.43277,75.197777,82.363274,61.144535,44.891079,64.947418,79.202568,69.755585,105.07505,51.675873,96.193031,86.166191,95.129517,59.094723,61.368057,45.892277,92.987595,29.576475,57.668125,93.739502,29.986975,70.580673
330,61.963146,28.378267,48.922779,29.177601,58.613819,47.051331,63.630764,75.1912,61.961128,74.528862,80.650406,60.075489,43.907887,63.642906,78.750542,69.295853,103.702393,51.444416,95.319847,84.199593,94.290283,58.563103,59.873615,44.967854,91.548508,28.759657,57.111557,92.610527,28.588249,69.919678
331,61.605267,28.899025,48.097763,28.435715,58.624695,46.819996,62.869991,74.610245,61.540821,72.959732,79.977394,59.811871,43.916912,63.256699,77.797256,68.314651,101.266556,50.639339,93.525024,82.84214,93.137405,57.013393,59.863247,45.271313,90.067123,28.087311,56.148449,91.48597,29.105467,68.740578
332,61.259258,29.402512,47.30011,27.718437,58.635212,46.596302,62.134457,74.048561,61.134457,71.442673,79.326668,59.55703,43.925671,62.883301,76.875626,67.365974,98.911499,49.860966,91.789764,81.529716,92.022766,55.515087,59.853222,45.564709,88.63488,27.437235,55.217316,90.39872,29.60553,67.600586
333,60.924557,29.88961,46.5285,27.024599,58.645405,46.379951,61.422966,73.505226,60.741337,69.975098,78.697227,59.31049,43.934128,62.522106,75.984055,66.448296,96.633316,49.107998,90.111115,80.260132,90.944519,54.065681,59.843575,45.848545,87.24939,26.808409,54.316547,89.34697,30.089315,66.49781
334,60.632275,30.4209,46.288109,26.725195,58.189571,46.898403,60.592915,73.255173,61.218674,69.182533,78.802948,59.002403,43.821468,62.392975,74.849915,65.811653,95.598328,49.040211,89.689072,79.885818,90.680511,53.581127,60.163971,46.501839,86.913071,27.093624,54.19569,88.876244,30.357634,65.898857
335,60.35511,30.969219,46.241665,26.569611,57.562588,47.686462,59.718269,73.11203,62.015133,68.635666,79.17778,58.671299,43.664333,62.348537,73.62532,65.276878,95.016487,49.222942,89.726051,79.83844,90.713928,53.44878,60.605637,47.291317,86.959991,27.713627,54.359932,88.617332,30.547604,65.483269
336,60.079895,31.51359,46.195492,26.41511,56.940052,48.46883,58.849846,72.969849,62.805874,68.092644,79.549904,58.34256,43.508324,62.304386,72.409454,64.745857,94.438782,49.404366,89.762756,79.791336,90.747108,53.317318,61.044117,48.075096,87.006554,28.329168,54.522972,88.360222,30.736185,65.070618
337,59.773651,32.254581,46.10788,26.337759,56.590614,48.534107,58.786842,72.661392,62.808224,67.480156,79.370552,57.998272,43.731159,62.231667,71.593285,64.519875,94.238708,49.53846,89.340485,79.915085,90.31308,53.259052,61.358093,48.318356,87.062752,28.721483,54.719692,88.15564,31.133465,64.760384
338,59.434071,33.237194,45.967461,26.364462,56.611523,47.648323,59.791683,72.140472,61.766708,66.790962,78.4655,57.641998,44.449951,62.122902,71.326797,64.703308,94.543549,49.606529,88.321198,80.261833,89.271439,53.299068,61.499283,47.839771,87.130272,28.80834,54.956009,88.025612,31.797022,64.593491
339,59.109726,34.175632,45.833382,26.389978,56.631496,46.802319,60.751373,71.642952,60.772007,66.132782,77.601173,57.301739,45.136436,62.019005,71.072289,64.878532,94.834679,49.671539,87.347748,80.593025,88.276627,53.337292,61.634106,47.382729,87.194786,28.891283,55.181705,87.901451,32.430775,64.434105
340,58.74704,34.818642,45.633003,26.441038,56.554081,45.971397,61.428837,71.071716,59.862289,65.445114,76.729622,57.01128,45.651772,61.879799,70.733353,64.937538,94.868858,49.605499,86.366211,80.614563,87.26223,53.35841,61.566803,46.836174,86.905457,28.903633,55.182114,87.531868,32.844883,64.185692
341,57.998898,33.496788,44.891041,26.693157,55.744385,45.007217,60.248009,69.796219,59.305878,64.3414,75.550552,56.998676,45.070736,61.442421,69.680038,64.16713,93.040451,48.565102,85.038826,78.386009,85.808479,53.261097,60.006611,45.47739,83.9534,28.40497,53.540714,85.265778,31.779547,63.215931
342,57.281521,32.229244,44.179535,26.934919,54.967957,44.082653,59.115696,68.573097,58.772324,63.283001,74.419922,56.986591,44.513573,61.02301,68.670006,63.428349,91.287163,47.567448,83.765953,76.248993,84.414459,53.167759,58.510551,44.174431,81.122604,27.926796,51.966778,83.092796,30.757978,62.286018
343,56.592991,31.012762,43.496677,27.166933,54.222782,43.195286,58.028961,67.399208,58.260246,62.267231,73.334793,56.974987,43.978844,60.62048,67.700623,62.719334,89.604439,46.609932,82.544327,74.198021,83.076538,53.078175,57.074715,42.923958,78.405754,27.467882,50.456203,81.007278,29.777573,61.393536
344,55.551292,30.143318,43.416447,26.762806,52.900146,42.749874,57.066238,66.186287,57.568317,61.450935,72.546898,55.975479,43.141632,59.068195,67.592941,61.998482,87.884781,46.372772,81.457016,72.852081,82.497955,52.092857,55.724438,42.083328,77.232452,27.09609,50.168819,79.563347,28.879438,61.01807
345,54.439137,29.363497,43.476357,26.215944,51.458229,42.411423,56.142521,64.977356,56.842232,60.689522,71.836174,54.758362,42.243526,57.266823,67.685616,61.282646,86.175072,46.304653,80.412453,71.683624,82.101135,50.911076,54.408508,41.346493,76.428535,26.748398,50.167282,78.283226,28.009991,60.766144
346,53.347038,28.597712,43.535183,25.678946,50.042343,42.079075,55.235466,63.790226,56.129269,59.941864,71.138298,53.563198,41.361595,55.497963,67.776642,60.57972,84.496231,46.237789,79.386726,70.536209,81.711464,49.750603,53.116283,40.622967,75.639137,26.407,50.165775,77.026215,27.156225,60.518764
347,52.945217,28.459394,43.474934,25.477264,49.406166,41.91037,54.714428,62.824093,55.500572,59.318069,70.336067,52.813744,40.50898,54.821278,66.870163,59.874992,83.115494,46.022518,78.290329,69.812195,80.690292,48.922394,52.346844,40.148933,74.735107,26.394909,49.930038,76.054245,26.664932,59.915791
348,53.220741,28.935057,43.298874,25.604715,49.536583,41.902851,54.574497,62.081375,54.959099,58.82019,69.438232,52.505512,39.691658,55.216675,64.996552,59.174007,82.036804,45.664001,77.13353,69.507416,79.06028,48.425243,52.094025,39.922344,73.726219,26.704592,49.467422,75.368286,26.531576,58.970211
349,53.488586,29.397459,43.127716,25.7286,49.663345,41.895527,54.438457,61.359371,54.432747,58.336193,68.565445,52.205875,38.897163,55.601021,63.175198,58.492599,80.988197,45.31546,76.008995,69.211098,77.475777,47.941929,51.848244,39.702045,72.745476,27.005602,49.017685,74.701477,26.401913,58.051033
350,53.609844,29.959188,42.777187,25.807764,49.715923,41.999054,54.192764,60.7113,53.852489,57.879623,67.590759,51.911461,38.258949,55.689972,61.519058,57.693165,79.876236,44.949062,74.90229,68.857246,76.097725,47.493752,51.59782,39.549053,71.961166,27.183676,48.627045,73.943588,26.473574,57.092491
351,53.13736,30.974892,41.660202,25.709085,49.467243,42.567196,53.475887,60.315823,53.004005,57.49947,66.118706,51.614964,38.213467,54.569775,60.410931,56.343975,78.414658,44.479855,73.780708,68.238007,75.459824,47.154469,51.308155,39.660816,71.923088,26.869661,48.448402,72.750237,27.379843,55.895405
352,52.685017,31.947294,40.590828,25.614614,49.22916,43.111095,52.789574,59.937229,52.191692,57.135548,64.709404,51.331104,38.169918,53.497334,59.350044,55.052319,77.015366,44.030624,72.706963,67.645195,74.849136,46.829651,51.030834,39.767815,71.886658,26.569057,48.277397,71.607735,28.247456,54.749367
353,52.251534,32.879112,39.566071,25.524086,49.001041,43.63229,52.131908,59.574413,51.413284,56.786812,63.358925,51.059097,38.128193,52.469654,58.333435,53.814556,75.6745,43.60017,71.678017,67.077126,74.263939,46.518368,50.765091,39.87035,71.851723,26.280979,48.113533,70.512924,29.078856,53.651169
354,51.902004,32.455502,39.592243,25.94697,48.712891,43.708138,52.100109,58.798264,51.38393,56.456089,63.403183,50.642338,38.796181,52.386574,58.191849,54.017029,75.814224,43.906239,71.112465,66.368774,73.159737,46.998508,50.393791,39.642685,71.361031,26.663147,47.815552,70.459648,29.755394,53.684185
355,51.579193,31.874041,39.75444,26.417805,48.429943,43.722385,52.151493,58.003181,51.453728,56.142632,63.627556,50.225483,39.526699,52.430595,58.170918,54.398407,76.140984,44.294689,70.632957,65.674072,72.037605,47.56031,50.025467,39.382156,70.832977,27.11557,47.513508,70.544762,30.381195,53.863415
356,51.272541,31.321703,39.908508,26.865019,48.161133,43.735901,52.200264,57.247936,51.519985,55.84486,63.84066,49.829506,40.220581,52.47237,58.151012,54.76067,76.45134,44.663643,70.177452,65.01416,70.971703,48.093952,49.675587,39.134686,70.33139,27.545298,47.226582,70.625587,30.975605,54.033638
357,51.099697,30.905172,40.005203,26.971651,47.849491,42.875027,51.961926,56.995033,50.95343,55.544029,63.294018,49.381908,40.151714,52.137646,58.218369,54.53875,76.265709,44.329243,69.501694,64.094391,70.103569,47.956902,49.22575,38.86652,69.430168,27.775242,47.029556,70.077576,30.924734,53.738396
358,51.023224,30.585875,40.060627,26.832132,47.506069,41.379395,51.515278,57.104946,49.927635,55.240242,62.196335,48.895859,39.530842,51.529686,58.349007,53.893658,75.720772,43.48518,68.664864,62.984333,69.376389,47.33427,48.702454,38.582706,68.237602,27.861187,46.897064,69.07325,30.406881,53.105659
359,50.94907,30.276314,40.114357,26.696857,47.1731,39.929325,51.082218,57.211506,48.933056,54.945694,61.132092,48.42458,38.928848,50.940228,58.475655,53.268204,75.192444,42.666813,67.853508,61.908089,68.671349,46.73061,48.195087,38.307549,67.08136,27.94451,46.76862,68.099503,29.904793,52.492207
360,50.425426,29.811289,39.969902,26.414745,46.61591,38.557423,50.356285,56.844559,48.018635,54.458172,60.111698,47.793571,38.116138,50.334984,58.276527,52.622108,74.36515,42.010643,67.031479,60.623913,67.768776,45.860931,47.59684,37.91851,65.81575,27.720917,46.448421,66.983665,29.25215,51.700539
361,48.588711,28.873388,39.252167,25.696329,45.38406,37.316902,48.749287,55.106667,47.271465,53.389572,59.148357,46.666397,36.650169,49.64473,57.137638,51.874447,72.632812,41.772243,66.124588,58.663322,66.244637,44.177135,46.700459,37.179821,64.155243,26.609613,45.561687,65.38974,28.127981,50.349575
362,46.7826,27.951138,38.54641,24.989904,44.17276,36.097054,47.169086,53.397755,46.536762,52.338799,58.201084,45.558029,35.208649,48.966,56.017765,51.139267,70.929382,41.537819,65.232803,56.735424,64.745895,42.521416,45.819027,36.453461,62.522446,25.516867,44.689747,63.82238,27.022583,49.02116
363,45.00634,27.044107,37.852299,24.295135,42.981438,34.897366,45.615002,51.717068,45.814186,51.30537,57.269451,44.467953,33.790951,48.298466,54.916378,50.416218,69.254066,41.307266,64.355743,54.839363,63.271904,40.89304,44.952148,35.739082,60.916595,24.442141,43.832195,62.280922,25.935417,47.714657
364,44.982052,27.513565,37.84697,24.046648,43.071751,35.584778,45.210606,51.752506,45.557114,51.043129,56.49826,44.530327,33.939289,48.125957,54.188831,49.675209,67.960052,41.009014,63.392033,54.791214,63.056484,41.177788,45.223347,35.677235,60.471302,24.788687,43.233147,61.773861,26.143847,48.000839
365,45.064823,28.045021,37.883522,23.836401,43.235489,36.355206,44.894062,51.890114,45.339817,50.839409,55.771694,44.659592,34.175636,47.991203,53.51685,48.966667,66.747734,40.720173,62.466732,54.857002,62.926941,41.56535,45.551109,35.657631,60.116364,25.205507,42.676865,61.352337,26.4212,48.370377
366,45.143806,28.551947,37.9184,23.635872,43.391685,37.09005,44.592167,52.021404,45.132591,50.645115,55.07872,44.782906,34.401081,47.862671,52.875938,48.290867,65.591415,40.444668,61.584167,54.919788,62.803402,41.935028,45.863731,35.638962,59.777859,25.603073,42.146286,60.950302,26.685757,48.722862
367,45.14484,29.160799,38.020794,24.032888,43.506077,37.46043,44.176159,51.636429,44.863495,50.475723,54.495461,44.639339,34.8279,47.278145,52.112141,48.0313,64.581978,40.247349,60.750336,54.861454,62.12265,41.991932,45.379173,35.673542,59.244823,26.056473,41.774048,60.471352,27.403698,48.540703
368,45.103516,29.797716,38.155243,24.736488,43.592648,37.616379,43.716824,50.988419,44.572857,50.327415,53.997856,44.357315,35.344936,46.472206,51.315834,48.009285,63.697414,40.101311,59.980274,54.73996,61.169876,41.87648,44.483547,35.735485,58.630035,26.51988,41.504398,59.972065,28.335606,48.076496
369,45.065247,30.387568,38.279762,25.388096,43.672821,37.760807,43.291428,50.388306,44.303715,50.190071,53.537037,44.096119,35.823769,45.725834,50.578369,47.988899,62.878227,39.966064,59.267113,54.627464,60.287521,41.769577,43.654102,35.792839,58.060692,26.949032,41.254692,59.509693,29.198666,47.646591
370,44.797691,30.714569,38.218731,25.923687,43.417671,37.795128,42.860172,49.682083,43.937965,49.566685,52.881237,43.701206,36.165997,45.081207,49.865913,47.613655,61.964764,39.629795,58.335648,54.046185,59.15797,41.620407,43.072067,35.623833,57.323307,27.26314,40.956879,58.725029,29.717756,47.118412
371,44.06459,30.549522,37.791172,26.267818,42.490654,37.616589,42.389057,48.722145,43.359459,47.952747,51.801384,43.019028,36.263779,44.592949,49.155445,46.520428,60.807068,38.878677,56.916489,52.51088,57.471272,41.378883,42.935123,35.001442,56.209183,27.373035,40.545483,57.259109,29.599003,46.363541
372,43.396561,30.399111,37.401562,26.58139,41.64592,37.453884,41.959755,47.847412,42.832302,46.482067,50.81739,42.3974,36.352894,44.148029,48.508038,45.524239,59.752144,38.194248,55.623295,51.111851,55.934288,41.158794,42.810337,34.43428,55.193935,27.473177,40.170612,55.923309,29.490776,45.675659
373,42.785286,30.261475,37.04504,26.868303,40.872959,37.305008,41.566948,47.046997,42.349941,45.136372,49.917007,41.828587,36.434425,43.740913,47.915646,44.612705,58.786861,37.567963,54.440002,49.83173,54.527935,40.957405,42.696144,33.915329,54.264969,27.564798,39.827595,54.701046,29.391739,45.046246
374,41.117249,29.54496,35.944672,26.369183,39.569572,35.80014,40.259281,45.239422,40.884762,43.667671,47.86182,40.427662,35.479584,42.240112,46.137661,43.066139,56.06588,36.498051,52.152363,47.829762,52.449181,39.57756,41.085201,33.250172,51.4865,27.155161,38.87199,52.248531,28.69486,43.17828
375,39.686058,28.929708,35.000359,25.93915,38.45237,34.507423,39.136971,43.689014,39.627422,42.410576,46.099003,39.225853,34.65868,40.951855,44.611893,41.740479,53.731129,35.580933,50.190845,46.11412,50.668041,38.392487,39.701187,32.680508,49.102207,26.802769,38.05204,50.145477,28.09634,41.575333
376,38.448223,28.397589,34.18364,25.567225,37.486107,33.389366,38.166286,42.348087,38.539951,41.323315,44.574356,38.186428,33.948692,39.837666,43.292286,40.593922,51.711819,34.787731,48.494358,44.63028,49.127537,37.367516,38.504158,32.187805,47.040062,26.497993,37.342876,48.326557,27.57869,40.188957
377,37.07552,28.014725,33.281883,25.443544,36.136604,32.253559,36.85001,40.683418,37.072605,39.694866,42.744083,36.875557,32.839245,38.513649,41.390991,38.906296,49.005268,33.741314,46.300892,42.755398,46.758869,35.845768,37.010201,31.406963,44.750744,26.34269,36.035885,45.858257,27.304239,38.584442
378,35.853687,27.740179,32.480518,25.425777,34.846581,31.275848,35.601746,39.144936,35.682991,38.110283,41.070385,35.658188,31.748787,37.306885,39.558689,37.271141,46.446838,32.75658,44.248737,41.013252,44.439461,34.368172,35.627228,30.636995,42.712238,26.262867,34.70615,43.517006,27.15572,37.134819
379,34.866856,27.51844,31.833282,25.411421,33.80468,30.486187,34.593563,37.902359,34.56065,36.830471,39.718601,34.674973,30.868063,36.332233,38.078812,35.950489,44.380486,31.961254,42.59129,39.606186,42.566158,33.174767,34.51025,30.01512,41.065819,26.198391,33.632175,41.626068,27.035769,35.964008
380,33.806015,27.225594,31.011068,25.433987,32.7691,29.914436,33.546574,36.508858,33.520424,35.545326,38.237545,33.597183,30.057314,35.148075,36.55373,34.683002,42.158466,31.148884,40.731552,38.107822,40.621418,32.120506,33.421753,29.389154,39.266365,26.019835,32.609188,39.699539,26.836437,34.728725
381,32.616795,26.834879,29.944426,25.502861,31.70507,29.591217,32.415092,34.880581,32.544979,34.208603,36.545322,32.36512,29.304417,33.664276,34.919529,33.436676,39.666798,30.287058,38.557423,36.444466,38.520508,31.200808,32.330227,28.736221,37.215279,25.694439,31.613222,37.661686,26.532326,33.370712
382,31.705017,26.535309,29.126625,25.555664,30.889269,29.343401,31.547577,33.63216,31.797092,33.183723,35.247879,31.420479,28.727161,32.526623,33.666557,32.481102,37.756416,29.626286,36.890484,35.169147,36.909718,30.495668,31.49334,28.235611,35.642689,25.444948,30.849604,36.099228,26.299154,32.32951
383,30.98255,26.321909,28.488619,25.599119,30.246027,29.138189,30.86405,32.643276,31.201771,32.362583,34.205318,30.673542,28.278702,31.62484,32.671185,31.72151,36.242626,29.112711,35.56068,34.147488,35.614067,29.932152,30.82481,27.849161,34.397045,25.269081,30.247236,34.855705,26.125734,31.503498
384,30.402105,26.602388,28.164375,25.664562,29.78895,28.806479,30.387732,31.854902,30.67189,31.531918,33.09409,30.102715,28.086943,30.893669,31.82295,31.065447,35.024914,28.888611,34.322762,33.116173,34.208687,29.3892,30.185503,27.731358,33.404194,25.539295,29.814035,33.752922,26.200293,30.820742
385,29.95962,26.81621,27.9172,25.714453,29.440506,28.553612,30.024618,31.253891,30.26795,30.898676,32.246967,29.667561,27.940763,30.336273,31.176306,30.56531,34.096615,28.71777,33.379051,32.329971,33.137314,28.975283,29.698147,27.641552,32.647312,25.745289,29.483791,32.912243,26.257124,30.300261
386,29.611118,26.984596,27.722525,25.75374,29.166073,28.354446,29.738634,30.780544,29.949812,30.399952,31.579788,29.324839,27.825624,29.897285,30.667027,30.171408,33.365513,28.583208,32.635811,31.710781,32.293526,28.649292,29.31431,27.570816,32.051212,25.90752,29.223701,32.250134,26.301878,29.890337
387,29.219219,26.931833,27.585524,25.791019,28.866497,28.123562,29.385357,30.289322,29.509962,29.949373,30.966867,28.984074,27.720993,29.516777,30.170044,29.796442,32.635704,28.349972,31.871471,31.003508,31.590528,28.408972,28.985775,27.429821,31.42779,26.002312,28.905895,31.602665,26.327772,29.496544
388,28.874075,26.827852,27.484322,25.82221,28.604794,27.91857,29.0667,29.866463,29.103083,29.578739,30.45969,28.694555,27.634739,29.208538,29.75034,29.482351,32.0149,28.125099,31.21529,30.378002,31.029789,28.227318,28.720921,27.291054,30.889891,26.064972,28.619997,31.055506,26.344767,29.165674
389,28.597212,26.744442,27.403145,25.847231,28.394867,27.754133,28.811083,29.527254,28.776699,29.281427,30.052845,28.462315,27.565548,28.961283,29.413662,29.230402,31.516912,27.94471,30.688931,29.876249,30.57999,28.0816,28.508463,27.179735,30.458406,26.115236,28.390654,30.616598,26.358398,28.900269
390,28.378109,26.675978,27.349337,25.895329,28.21051,27.610178,28.573174,29.235378,28.53393,29.028847,29.685431,28.28713,27.475973,28.725716,29.126379,28.982346,31.058922,27.810862,30.248779,29.519863,30.20134,27.932268,28.326067,27.103168,30.084141,26.135883,28.20528,30.231768,26.355526,28.673357
391,28.210087,26.620134,27.322271,25.970703,28.044333,27.480982,28.342279,28.979668,28.368858,28.811613,29.34185,28.164486,27.359934,28.490799,28.877707,28.725918,30.620794,27.720322,29.879137,29.301888,29.8801,27.771496,28.166792,27.060133,29.752514,26.125694,28.057846,29.885668,26.334743,28.476393
392,28.072065,26.574265,27.300041,26.032616,27.907831,27.374853,28.152613,28.769617,28.233263,28.633167,29.059624,28.063738,27.264612,28.297834,28.673439,28.51528,30.2609,27.645948,29.5755,29.122831,29.616219,27.639429,28.035955,27.02478,29.480103,26.117325,27.936737,29.601368,26.317675,28.314594
393,27.968735,26.546644,27.289312,26.09119,27.80361,27.293463,28.001398,28.598385,28.124269,28.489254,28.829094,27.980921,27.192625,28.14319,28.507917,28.341238,29.959042,27.585087,29.328613,28.970112,29.398346,27.535057,27.932186,26.996914,29.255253,26.12126,27.84042,29.366461,26.313604,28.183113
